        0.10    100.0000      2.9268
        0.15    100.0000      0.8987
        0.20    100.0000      0.8648
        0.25    100.0000      0.8415
        0.30    100.0000      0.8257
        0.35    100.0000      0.8128
        0.40    100.0000      0.8010
        0.45    100.0000      0.7913
        0.50    100.0000      0.7784
        0.55    100.0000      0.7677
        0.60    100.0000      0.7601
        0.65    100.0000      0.7513
        0.70    100.0000      0.7401
        0.75    100.0000      0.7260
        0.80    100.0000      0.7165
        0.85    100.0000      0.7005
        0.90    100.0000      0.6790
        0.95    100.0000      0.6511
        1.00      0.0000      0.0000
